source,line,reference
ffb-client/src/main/resources-live/client.ini,246,https\://fumbbl.com/i/players/iconsets/zapped_player.png
ffb-client/src/main/resources-live/client.ini,623,https://fumbbl.com/FUMBBL/Images/Pitches/Basic.zip
ffb-client/src/main/resources-live/client.ini,624,https://fumbbl.com/FUMBBL/Images/Pitches/Default.zip
ffb-client/src/main/resources-live/icons.ini,228,https\://cdn.fumbbl.com/i/436254.png
ffb-client/src/main/resources-live/icons.ini,229,https\://cdn.fumbbl.com/i/436255.png
ffb-client/src/main/resources-live/icons.ini,230,https\://cdn.fumbbl.com/i/436257.png
ffb-client/src/main/resources-live/icons.ini,231,https\://cdn.fumbbl.com/i/436258.png
ffb-client/src/main/resources-live/icons.ini,232,https\://cdn.fumbbl.com/i/436259.png
ffb-client/src/main/resources-live/icons.ini,233,https\://cdn.fumbbl.com/i/436265.png
ffb-client/src/main/resources-live/icons.ini,234,https\://cdn.fumbbl.com/i/436266.png
ffb-client/src/main/resources-live/icons.ini,235,https\://cdn.fumbbl.com/i/436267.png
ffb-client/src/main/resources-live/icons.ini,236,https\://cdn.fumbbl.com/i/436268.png
ffb-client/src/main/resources-live/icons.ini,237,https\://cdn.fumbbl.com/i/436269.png
ffb-client/src/main/resources-live/icons.ini,238,https\://cdn.fumbbl.com/i/436275.png
ffb-client/src/main/resources-live/icons.ini,239,https\://cdn.fumbbl.com/i/436278.png
ffb-client/src/main/resources-live/icons.ini,240,https\://cdn.fumbbl.com/i/436280.png
ffb-client/src/main/resources-live/icons.ini,241,https\://cdn.fumbbl.com/i/436281.png
ffb-client/src/main/resources-live/icons.ini,242,https\://cdn.fumbbl.com/i/436282.png
ffb-client/src/main/resources-live/icons.ini,243,https\://cdn.fumbbl.com/i/436284.png
ffb-client/src/main/resources-live/icons.ini,244,https\://cdn.fumbbl.com/i/436286.png
ffb-client/src/main/resources-live/icons.ini,245,https\://cdn.fumbbl.com/i/436296.png
ffb-client/src/main/resources-live/icons.ini,246,https\://cdn.fumbbl.com/i/436297.png
ffb-client/src/main/resources-live/icons.ini,247,https\://cdn.fumbbl.com/i/436298.png
ffb-client/src/main/resources-live/icons.ini,248,https\://cdn.fumbbl.com/i/436300.png
ffb-client/src/main/resources-live/icons.ini,249,https\://cdn.fumbbl.com/i/436301.png
ffb-client/src/main/resources-live/icons.ini,250,https\://cdn.fumbbl.com/i/436302.png
ffb-client/src/main/resources-live/icons.ini,251,https\://cdn.fumbbl.com/i/436303.png
ffb-client/src/main/resources-live/icons.ini,252,https\://cdn.fumbbl.com/i/436310.png
ffb-client/src/main/resources-live/icons.ini,253,https\://cdn.fumbbl.com/i/436311.png
ffb-client/src/main/resources-live/icons.ini,254,https\://cdn.fumbbl.com/i/436312.png
ffb-client/src/main/resources-live/icons.ini,255,https\://cdn.fumbbl.com/i/436313.png
ffb-client/src/main/resources-live/icons.ini,256,https\://cdn.fumbbl.com/i/436319.png
ffb-client/src/main/resources-live/icons.ini,257,https\://cdn.fumbbl.com/i/436324.png
ffb-client/src/main/resources-live/icons.ini,258,https\://cdn.fumbbl.com/i/436325.png
ffb-client/src/main/resources-live/icons.ini,259,https\://cdn.fumbbl.com/i/436326.png
ffb-client/src/main/resources-live/icons.ini,260,https\://cdn.fumbbl.com/i/436327.png
ffb-client/src/main/resources-live/icons.ini,261,https\://cdn.fumbbl.com/i/436329.png
ffb-client/src/main/resources-live/icons.ini,262,https\://cdn.fumbbl.com/i/436330.png
ffb-client/src/main/resources-live/icons.ini,263,https\://cdn.fumbbl.com/i/436331.png
